"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1KYSC0027","2022-07-14","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-07-15","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-07-25","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"   10",",,N","  384",",,N"
"US1KYSC0027","2022-07-26","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    3",",,N",,,,,,,,
"US1KYSC0027","2022-07-27","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  269",",,N",,,,,,,,
"US1KYSC0027","2022-07-28","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   33",",,N",,,,,,,,
"US1KYSC0027","2022-07-29","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  155",",,N",,,,,,,,
"US1KYSC0027","2022-08-01","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","  272",",,N"
"US1KYSC0027","2022-08-02","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   23",",,N",,,,,,,,
"US1KYSC0027","2022-08-04","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-08-05","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0","T,,N",,,,,,,,
"US1KYSC0027","2022-08-08","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","  399",",,N"
"US1KYSC0027","2022-08-09","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    3",",,N",,,,,,,,
"US1KYSC0027","2022-08-10","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   79",",,N",,,,,,,,
"US1KYSC0027","2022-08-11","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   38",",,N",,,,,,,,
"US1KYSC0027","2022-08-12","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-08-15","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","    3",",,N"
"US1KYSC0027","2022-08-16","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-08-17","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-08-18","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-08-19","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-08-22","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    5",",,N",,,,,,,,
"US1KYSC0027","2022-08-23","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-08-24","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-08-25","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-08-26","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-08-29","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","    0",",,N"
"US1KYSC0027","2022-08-30","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  216",",,N",,,,,,,,
"US1KYSC0027","2022-08-31","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   28",",,N",,,,,,,,
"US1KYSC0027","2022-09-01","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-09-02","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-09-06","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    4",",,N","    0",",,N"
"US1KYSC0027","2022-09-07","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  196",",,N",,,,,,,,
"US1KYSC0027","2022-09-13","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    6",",,N","  104",",,N"
"US1KYSC0027","2022-09-16","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","    0",",,N"
"US1KYSC0027","2022-09-19","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","    0",",,N"
"US1KYSC0027","2022-09-20","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-09-21","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-09-22","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-09-26","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    4",",,N","   18",",,N"
"US1KYSC0027","2022-09-27","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-09-28","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-09-29","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-09-30","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-03","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","    0",",,N"
"US1KYSC0027","2022-10-04","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-05","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-06","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-07","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-17","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"   10",",,N","    3",",,N"
"US1KYSC0027","2022-10-18","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-19","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-20","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-21","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-22","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-24","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    2",",,N","    0",",,N"
"US1KYSC0027","2022-10-25","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-26","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   46",",,N",,,,,,,,
"US1KYSC0027","2022-10-27","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0","T,,N",,,,,,,,
"US1KYSC0027","2022-10-28","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-10-31","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   79",",,N",,,,,,,,
"US1KYSC0027","2022-11-01","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   10",",,N",,,,,,,,
"US1KYSC0027","2022-11-02","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-11-03","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-11-04","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-11-07","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",L,N","    0",",,N",,,"    3",",L,N","    0",",L,N"
"US1KYSC0027","2022-11-08","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-11-09","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-11-10","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-11-11","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  102",",,N",,,,,,,,
"US1KYSC0027","2022-11-14","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","  188",",,N"
"US1KYSC0027","2022-11-15","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   15",",,N",,,,,,,,
"US1KYSC0027","2022-11-16","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   25",",,N",,,,,,,,
"US1KYSC0027","2022-11-17","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0","T,,N",,,,,,,,
"US1KYSC0027","2022-11-18","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-11-21","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","    0","T,,N"
"US1KYSC0027","2022-11-22","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-11-23","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-11-28","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    5",",,N","   94",",,N"
"US1KYSC0027","2022-11-29","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-11-30","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  135",",,N",,,,,,,,
"US1KYSC0027","2022-12-02","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-12-05","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","   23",",,N"
"US1KYSC0027","2022-12-06","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   15",",,N",,,,,,,,
"US1KYSC0027","2022-12-07","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  102",",,N",,,,,,,,
"US1KYSC0027","2022-12-08","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    3",",,N",,,,,,,,
"US1KYSC0027","2022-12-09","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  109",",,N",,,,,,,,
"US1KYSC0027","2022-12-13","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-12-14","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  117",",,N",,,,,,,,
"US1KYSC0027","2022-12-15","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  292",",,N",,,,,,,,
"US1KYSC0027","2022-12-17","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    2",",,N","    0",",,N"
"US1KYSC0027","2022-12-19","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-12-20","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-12-21","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2022-12-22","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0","T,,N",,,,,,,,
"US1KYSC0027","2023-01-03","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"   12",",,N","  775",",,N"
"US1KYSC0027","2023-01-04","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  211",",,N",,,,,,,,
"US1KYSC0027","2023-01-05","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    3",",,N",,,,,,,,
"US1KYSC0027","2023-01-06","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-01-09","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","    0","T,,N"
"US1KYSC0027","2023-01-10","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-01-11","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-01-12","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  127",",,N",,,,,,,,
"US1KYSC0027","2023-01-13","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  163",",,N",,,,,,,,
"US1KYSC0027","2023-01-17","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    4",",,N","   36",",,N"
"US1KYSC0027","2023-01-18","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-01-19","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   94",",,N",,,,,,,,
"US1KYSC0027","2023-01-20","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-01-23","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","   56",",,N"
"US1KYSC0027","2023-01-24","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-01-25","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   46",",,N",,,,,,,,
"US1KYSC0027","2023-01-26","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    8",",,N",,,,,,,,
"US1KYSC0027","2023-01-27","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    8",",,N","    8",",,N","   76",",,N",,,,
"US1KYSC0027","2023-01-30","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","   81",",,N"
"US1KYSC0027","2023-01-31","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   51",",,N",,,,,,,,
"US1KYSC0027","2023-02-01","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-02","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-03","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-04","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-05","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-06","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-07","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-08","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-09","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0","T,,N",,,,,,,,
"US1KYSC0027","2023-02-10","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-11","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-12","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-13","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-14","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-15","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-16","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  201",",,N",,,,,,,,
"US1KYSC0027","2023-02-17","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  371",",,N",,,,,,,,
"US1KYSC0027","2023-02-18","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-19","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-20","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-21","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-22","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   61",",,N",,,,,,,,
"US1KYSC0027","2023-02-23","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  127",",,N",,,,,,,,
"US1KYSC0027","2023-02-24","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-02-27","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","   18",",,N"
"US1KYSC0027","2023-02-28","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   15",",,N",,,,,,,,
"US1KYSC0027","2023-03-01","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-03-02","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   46",",,N",,,,,,,,
"US1KYSC0027","2023-03-03","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  119",",,N",,,,,,,,
"US1KYSC0027","2023-03-06","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","  193",",,N"
"US1KYSC0027","2023-03-08","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-03-10","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   25",",,N",,,,,,,,
"US1KYSC0027","2023-03-13","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","  127",",,N"
"US1KYSC0027","2023-03-14","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    5",",,N",,,,,,,,
"US1KYSC0027","2023-03-15","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-03-16","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-03-17","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   69",",,N",,,,,,,,
"US1KYSC0027","2023-03-20","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","   20",",,N"
"US1KYSC0027","2023-03-21","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-03-22","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    5",",,N",,,,,,,,
"US1KYSC0027","2023-03-23","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","   25",",,N",,,,,,,,
"US1KYSC0027","2023-03-24","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  137",",,N",,,,,,,,
"US1KYSC0027","2023-03-27","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",L,N","    0",",,N",,,"    3",",L,N","  264",",L,N"
"US1KYSC0027","2023-03-28","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-03-29","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-04-03","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    3",",,N","  132",",,N"
"US1KYSC0027","2023-04-04","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    3",",,N",,,,,,,,
"US1KYSC0027","2023-04-05","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-04-06","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","  117",",,N",,,,,,,,
"US1KYSC0027","2023-04-07","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-04-10","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",L,N","    0",",,N",,,"    3",",L,N","    0",",L,N"
"US1KYSC0027","2023-04-11","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-04-12","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-04-13","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-04-14","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-04-17","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",L,N","    0",",,N",,,"    3",",L,N","    3",",L,N"
"US1KYSC0027","2023-04-18","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-04-19","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-04-20","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-04-24","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US",,,,,,,"    4",",,N","  188",",,N"
"US1KYSC0027","2023-04-25","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
"US1KYSC0027","2023-04-26","38.2614","-84.5295","276.5","GEORGETOWN 4.1 NNE, KY US","    0",",,N","    0",",,N",,,,,,
