"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"AGM00060457","1976-10-27","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  190",",,S","  150",",,S","  165","H,,S"
"AGM00060457","1976-10-28","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","  110",",,S","  147","H,,S"
"AGM00060457","1976-10-31","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   90",",,S","  135","H,,S"
"AGM00060457","1976-11-01","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  180",",,S","  100",",,S","  153","H,,S"
"AGM00060457","1976-11-02","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  190",",,S",,,"  156","H,,S"
"AGM00060457","1976-11-06","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","  100",",,S","  145","H,,S"
"AGM00060457","1976-11-09","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   60",",,S","  155","H,,S"
"AGM00060457","1976-11-11","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","  110",",,S","  138","H,,S"
"AGM00060457","1976-11-14","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   50",",,S","  133","H,,S"
"AGM00060457","1976-11-17","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   70",",,S","  110","H,,S"
"AGM00060457","1976-11-18","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  150",",,S","   80",",,S","  112","H,,S"
"AGM00060457","1976-11-23","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  160",",,S",,,"  104","H,,S"
"AGM00060457","1976-11-24","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  150",",,S","    0",",,S","  108","H,,S"
"AGM00060457","1976-11-30","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","    0",",,S","  103","H,,S"
"AGM00060457","1976-12-06","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  110",",,S","  175","H,,S"
"AGM00060457","1976-12-08","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  220",",,S","   80",",,S","  148","H,,S"
"AGM00060457","1976-12-10","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  220",",,S","   80",",,S","  154","H,,S"
"AGM00060457","1976-12-13","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  160",",,S","   60",",,S","  120","H,,S"
"AGM00060457","1976-12-15","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   30",",,S","  135","H,,S"
"AGM00060457","1976-12-16","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","  110",",,S","  148","H,,S"
"AGM00060457","1976-12-18","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  100",",,S","  135","H,,S"
"AGM00060457","1976-12-19","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  180",",,S","   80",",,S","  146","H,,S"
"AGM00060457","1976-12-20","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   70",",,S","  100","H,,S"
"AGM00060457","1976-12-25","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  130",",,S","   80",",,S","  105","H,,S"
"AGM00060457","1976-12-27","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  160",",,S","   50",",,S","  110","H,,S"
"AGM00060457","1976-12-28","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  160",",,S","   90",",,S","  134","H,,S"
"AGM00060457","1976-12-29","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","  120",",,S","  140","H,,S"
"AGM00060457","1976-12-31","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  210",",,S","  100",",,S","  170","H,,S"
"AGM00060457","1977-01-01","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  130",",,S","  158","H,,S"
"AGM00060457","1977-01-02","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  100",",,S","  143","H,,S"
"AGM00060457","1977-01-03","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  150",",,S","   70",",,S","  122","H,,S"
"AGM00060457","1977-01-04","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  160",",,S","   80",",,S","  128","H,,S"
"AGM00060457","1977-01-06","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,,,"   98","H,,S"
"AGM00060457","1977-01-07","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  130",",,S","   10",",,S","   78","H,,S"
"AGM00060457","1977-01-11","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  120",",,S",,,"  110","H,,S"
"AGM00060457","1977-01-12","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  130",",,S","   80",",,S","  114","H,,S"
"AGM00060457","1977-01-14","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","   30",",,S","  105","H,,S"
"AGM00060457","1977-01-15","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   80",",,S","  130","H,,S"
"AGM00060457","1977-01-19","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   90",",,S","  120","H,,S"
"AGM00060457","1977-01-20","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  160",",,S","   70",",,S","  120","H,,S"
"AGM00060457","1977-01-21","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  180",",,S","   10",",,S","  134","H,,S"
"AGM00060457","1977-01-23","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   90",",,S","  123","H,,S"
"AGM00060457","1977-01-24","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  110",",,S","  135","H,,S"
"AGM00060457","1977-01-26","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  200",",,S","   50",",,S","  148","H,,S"
"AGM00060457","1977-01-28","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  210",",,S","  100",",,S","  160","H,,S"
"AGM00060457","1977-01-29","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  160",",,S","   90",",,S","  118","H,,S"
"AGM00060457","1977-01-30","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","   50",",,S","  124","H,,S"
"AGM00060457","1977-01-31","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  150",",,S","  100",",,S","  128","H,,S"
"AGM00060457","1977-02-01","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  130",",,S","   50",",,S","  100","H,,S"
"AGM00060457","1977-02-02","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  140",",,S","   60",",,S","  112","H,,S"
"AGM00060457","1977-02-03","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","  100",",,S","  138","H,,S"
"AGM00060457","1977-02-04","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  190",",,S","   90",",,S","  164","H,,S"
"AGM00060457","1977-02-05","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  210",",,S","   60",",,S","  165","H,,S"
"AGM00060457","1977-02-06","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  200",",,S","   50",",,S","  128","H,,S"
"AGM00060457","1977-02-07","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","  110",",,S","  140","H,,S"
"AGM00060457","1977-02-08","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  180",",,S",,,"  145","H,,S"
"AGM00060457","1977-02-09","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  200",",,S","   40",",,S","  132","H,,S"
"AGM00060457","1977-02-11","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  160",",,S","   80",",,S","  132","H,,S"
"AGM00060457","1977-02-12","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  130",",,S","   90",",,S","  108","H,,S"
"AGM00060457","1977-02-13","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  140",",,S",,,"  130","H,,S"
"AGM00060457","1977-02-15","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   90",",,S","  134","H,,S"
"AGM00060457","1977-02-16","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  150",",,S","   20",",,S","  110","H,,S"
"AGM00060457","1977-02-17","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  150",",,S","   20",",,S","  120","H,,S"
"AGM00060457","1977-02-18","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  160",",,S","   30",",,S","  105","H,,S"
"AGM00060457","1977-02-19","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  180",",,S","   40",",,S","  125","H,,S"
"AGM00060457","1977-02-20","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  200",",,S","  130",",,S","  178","H,,S"
"AGM00060457","1977-02-22","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   70",",,S","  120","H,,S"
"AGM00060457","1977-02-24","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  150",",,S","   90",",,S","  120","H,,S"
"AGM00060457","1977-02-25","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","   40",",,S","  123","H,,S"
"AGM00060457","1977-02-27","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  210",",,S",,,"  147","H,,S"
"AGM00060457","1977-02-28","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  190",",,S","   40",",,S","  148","H,,S"
"AGM00060457","1977-03-02","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   60",",,S","  180","H,,S"
"AGM00060457","1977-03-03","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  260",",,S","  100",",,S","  192","H,,S"
"AGM00060457","1977-03-07","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  240",",,S","   50",",,S","  155","H,,S"
"AGM00060457","1977-03-09","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","   80",",,S","  136","H,,S"
"AGM00060457","1977-03-10","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","   80",",,S","  140","H,,S"
"AGM00060457","1977-03-13","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  200",",,S","   40",",,S","  152","H,,S"
"AGM00060457","1977-03-15","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  250",",,S","   10",",,S","  140","H,,S"
"AGM00060457","1977-03-16","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  190",",,S","   40",",,S","  138","H,,S"
"AGM00060457","1977-03-17","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  230",",,S","   50",",,S","  150","H,,S"
"AGM00060457","1977-03-18","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  190",",,S","   60",",,S","  138","H,,S"
"AGM00060457","1977-03-19","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","   40",",,S","  128","H,,S"
"AGM00060457","1977-03-21","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  180",",,S","   60",",,S","  148","H,,S"
"AGM00060457","1977-03-22","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","   60",",,S","  134","H,,S"
"AGM00060457","1977-03-26","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  180",",,S","   70",",,S","  155","H,,S"
"AGM00060457","1977-03-29","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,,,"  125","H,,S"
"AGM00060457","1977-04-03","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  240",",,S","   30",",,S","  172","H,,S"
"AGM00060457","1977-04-04","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  240",",,S","   50",",,S","  170","H,,S"
"AGM00060457","1977-04-07","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  200",",,S","  100",",,S","  164","H,,S"
"AGM00060457","1977-04-08","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  180",",,S","  130",",,S","  158","H,,S"
"AGM00060457","1977-04-09","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","   70",",,S","  132","H,,S"
"AGM00060457","1977-04-10","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  180",",,S","   70",",,S","  152","H,,S"
"AGM00060457","1977-04-12","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"    0",",,S","  132","H,,S"
"AGM00060457","1977-04-15","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  220",",,S","   80",",,S","  158","H,,S"
"AGM00060457","1977-04-16","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  200",",,S","   80",",,S","  165","H,,S"
"AGM00060457","1977-04-18","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  220",",,S","   60",",,S","  166","H,,S"
"AGM00060457","1977-04-22","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  250",",,S","   80",",,S","  193","H,,S"
"AGM00060457","1977-04-24","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  250",",,S","  100",",,S","  200","H,,S"
"AGM00060457","1977-04-25","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  280",",,S","   60",",,S","  193","H,,S"
"AGM00060457","1977-04-27","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  210",",,S","  140",",,S","  185","H,,S"
"AGM00060457","1977-04-28","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  150",",,S","  195","H,,S"
"AGM00060457","1977-05-01","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  210",",,S","  100",",,S","  175","H,,S"
"AGM00060457","1977-05-06","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  250",",,S","   40",",,S","  200","H,,S"
"AGM00060457","1977-05-10","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   60",",,S","  206","H,,S"
"AGM00060457","1977-05-13","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  250",",,S",,,"  213","H,,S"
"AGM00060457","1977-05-17","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  120",",,S","  140","H,,S"
"AGM00060457","1977-05-18","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  180",",,S","  100",",,S","  143","H,,S"
"AGM00060457","1977-05-20","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  230",",,S",,,"  190","H,,S"
"AGM00060457","1977-05-23","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  190",",,S","  150",",,S","  175","H,,S"
"AGM00060457","1977-05-24","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  210",",,S","  120",",,S","  182","H,,S"
"AGM00060457","1977-05-25","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  210",",,S","  110",",,S","  178","H,,S"
"AGM00060457","1977-05-26","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  230",",,S","   80",",,S","  185","H,,S"
"AGM00060457","1977-05-29","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  250",",,S","  150",",,S","  210","H,,S"
"AGM00060457","1977-05-30","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  150",",,S","  182","H,,S"
"AGM00060457","1977-05-31","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  200",",,S","  130",",,S","  177","H,,S"
"AGM00060457","1977-06-08","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,,,"  210","H,,S"
"AGM00060457","1977-06-09","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  230",",,S",,,"  223","H,,S"
"AGM00060457","1977-06-10","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  240",",,S","  160",",,S","  210","H,,S"
"AGM00060457","1977-06-11","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  250",",,S","  120",",,S","  220","H,,S"
"AGM00060457","1977-06-12","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  240",",,S","  140",",,S","  202","H,,S"
"AGM00060457","1977-06-20","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  230",",,S","  150",",,S","  202","H,,S"
"AGM00060457","1977-08-01","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  320",",,S","  140",",,S","  296","H,,S"
"AGM00060457","1977-08-04","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  250",",,S","  200",",,S","  232","H,,S"
"AGM00060457","1977-08-05","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  140",",,S","  243","H,,S"
"AGM00060457","1977-08-06","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  200",",,S","  245","H,,S"
"AGM00060457","1977-08-29","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  230",",,S","  120",",,S","  204","H,,S"
"AGM00060457","1977-08-30","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  100",",,S","  230","H,,S"
"AGM00060457","1977-09-19","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  180",",,S","  213","H,,S"
"AGM00060457","1977-09-27","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,,,"  243","H,,S"
"AGM00060457","1977-09-29","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  280",",,S","  170",",,S","  223","H,,S"
"AGM00060457","1977-10-04","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  310",",,S","  110",",,S","  238","H,,S"
"AGM00060457","1977-10-08","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,,,"  182","H,,S"
"AGM00060457","1977-10-09","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  240",",,S","  130",",,S","  198","H,,S"
"AGM00060457","1977-11-05","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  210",",,S","  110",",,S","  176","H,,S"
"AGM00060457","1977-11-14","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   50",",,S","  162","H,,S"
"AGM00060457","1977-11-16","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  120",",,S","  170","H,,S"
"AGM00060457","1977-12-06","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  210",",,S","  100",",,S","  180","H,,S"
"AGM00060457","1977-12-07","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  120",",,S","  198","H,,S"
"AGM00060457","1977-12-10","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  130",",,S","  165","H,,S"
"AGM00060457","1977-12-14","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,,,"  140","H,,S"
"AGM00060457","1977-12-26","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  200",",,S",,,"  132","H,,S"
"AGM00060457","1977-12-27","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  160",",,S","  110",",,S","  130","H,,S"
"AGM00060457","1977-12-28","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","  100",",,S","  152","H,,S"
"AGM00060457","1977-12-29","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  200",",,S","  100",",,S","  155","H,,S"
"AGM00060457","1977-12-31","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   20",",,S","  105","H,,S"
"AGM00060457","1978-01-01","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  150",",,S","   70",",,S","  118","H,,S"
"AGM00060457","1978-01-03","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","   30",",,S","  114","H,,S"
"AGM00060457","1978-01-04","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  170",",,S","   40",",,S","  122","H,,S"
"AGM00060457","1978-03-19","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   30",",,S","  118","H,,S"
"AGM00060457","1978-04-12","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,,,"  114","H,,S"
"AGM00060457","1978-04-29","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  200",",,S","  110",",,S","  172","H,,S"
"AGM00060457","1978-05-11","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  240",",,S","   90",",,S","  192","H,,S"
"AGM00060457","1978-05-13","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  190",",,S","   80",",,S","  170","H,,S"
"AGM00060457","1978-05-23","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  140",",,S","  190","H,,S"
"AGM00060457","1978-05-24","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  130",",,S","  173","H,,S"
"AGM00060457","1978-05-25","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  120",",,S","  138","H,,S"
"AGM00060457","1978-05-31","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  120",",,S","  193","H,,S"
"AGM00060457","1978-06-04","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  160",",,S","  190","H,,S"
"AGM00060457","1978-06-05","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  170",",,S","  202","H,,S"
"AGM00060457","1978-06-12","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  270",",,S","  140",",,S","  226","H,,S"
"AGM00060457","1978-06-15","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  220",",,S","  150",",,S","  200","H,,S"
"AGM00060457","1978-06-16","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  230",",,S",,,"  218","H,,S"
"AGM00060457","1978-06-17","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  160",",,S","  200","H,,S"
"AGM00060457","1978-06-21","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  240",",,S","  110",",,S","  198","H,,S"
"AGM00060457","1978-06-22","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"   90",",,S","  218","H,,S"
"AGM00060457","1978-06-24","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  160",",,S","  220","H,,S"
"AGM00060457","1978-06-25","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  160",",,S","  230","H,,S"
"AGM00060457","1978-06-26","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  240",",,S","  100",",,S","  212","H,,S"
"AGM00060457","1978-06-28","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  330",",,S","  120",",,S","  270","H,,S"
"AGM00060457","1978-06-29","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  270",",,S",,,"  225","H,,S"
"AGM00060457","1978-07-03","35.883","0.117","138.0","MOSTAGANEM, AG",,,,,"  140",",,S","  243","H,,S"
"AGM00060457","1978-07-04","35.883","0.117","138.0","MOSTAGANEM, AG",,,"  230",",,S","  170",",,S","  216","H,,S"
