"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"AGM00060437","2001-07-03","36.283","2.733","1036.0","MEDEA, AG",,,,,"  308",",,S","  230",",,S","  273","H,,S"
"AGM00060437","2001-07-04","36.283","2.733","1036.0","MEDEA, AG",,,,,"  320",",,S","  196",",,S","  271","H,,S"
"AGM00060437","2001-07-05","36.283","2.733","1036.0","MEDEA, AG",,,,,"  324",",,S","  204",",,S","  269","H,,S"
"AGM00060437","2001-07-06","36.283","2.733","1036.0","MEDEA, AG",,,,,,,"  176",",,S","  229","H,,S"
"AGM00060437","2001-07-07","36.283","2.733","1036.0","MEDEA, AG",,,,,"  273",",,S","  166",",,S","  230","H,,S"
"AGM00060437","2001-07-08","36.283","2.733","1036.0","MEDEA, AG",,,,,"  290",",,S","  205",",,S","  256","H,,S"
"AGM00060437","2001-07-09","36.283","2.733","1036.0","MEDEA, AG",,,,,"  268",",,S","  206",",,S","  230","H,,S"
"AGM00060437","2001-07-10","36.283","2.733","1036.0","MEDEA, AG",,,,,,,"  204",",,S","  243","H,,S"
"AGM00060437","2001-07-11","36.283","2.733","1036.0","MEDEA, AG",,,,,"  308",",,S","  210",",,S","  271","H,,S"
"AGM00060437","2001-07-12","36.283","2.733","1036.0","MEDEA, AG",,,,,"  356",",,S","  247",",,S","  314","H,,S"
"AGM00060437","2001-07-13","36.283","2.733","1036.0","MEDEA, AG",,,,,"  330",",,S","  255",",,S","  303","H,,S"
"AGM00060437","2001-07-14","36.283","2.733","1036.0","MEDEA, AG",,,,,"  315",",,S","  230",",,S","  282","H,,S"
"AGM00060437","2001-07-15","36.283","2.733","1036.0","MEDEA, AG",,,,,"  284",",,S","  215",",,S","  245","H,,S"
"AGM00060437","2001-07-16","36.283","2.733","1036.0","MEDEA, AG",,,,,"  275",",,S","  202",",,S","  234","H,,S"
"AGM00060437","2001-07-17","36.283","2.733","1036.0","MEDEA, AG",,,,,"  298",",,S","  182",",,S","  253","H,,S"
"AGM00060437","2001-07-18","36.283","2.733","1036.0","MEDEA, AG",,,,,"  305",",,S","  215",",,S","  266","H,,S"
"AGM00060437","2001-07-19","36.283","2.733","1036.0","MEDEA, AG",,,,,"  240",",,S","  190",",,S","  209","H,,S"
"AGM00060437","2001-07-20","36.283","2.733","1036.0","MEDEA, AG",,,,,"  246",",,S","  153",",,S","  208","H,,S"
"AGM00060437","2001-07-21","36.283","2.733","1036.0","MEDEA, AG",,,,,"  338",",,S","  180",",,S","  284","H,,S"
"AGM00060437","2001-07-22","36.283","2.733","1036.0","MEDEA, AG",,,,,"  354",",,S","  257",",,S","  314","H,,S"
"AGM00060437","2001-07-24","36.283","2.733","1036.0","MEDEA, AG",,,,,"  326",",,S",,,"  287","H,,S"
"AGM00060437","2001-07-25","36.283","2.733","1036.0","MEDEA, AG",,,,,"  280",",,S","  195",",,S","  244","H,,S"
"AGM00060437","2001-07-26","36.283","2.733","1036.0","MEDEA, AG",,,,,"  306",",,S","  192",",,S","  257","H,,S"
"AGM00060437","2001-07-28","36.283","2.733","1036.0","MEDEA, AG",,,,,"  333",",,S","  230",",,S","  298","H,,S"
"AGM00060437","2001-07-29","36.283","2.733","1036.0","MEDEA, AG",,,,,"  362",",,S","  240",",,S","  309","H,,S"
"AGM00060437","2001-07-30","36.283","2.733","1036.0","MEDEA, AG",,,,,"  355",",,S","  267",",,S","  306","H,,S"
"AGM00060437","2001-07-31","36.283","2.733","1036.0","MEDEA, AG","    5",",,S",,,"  380",",,S","  280",",,S","  342","H,,S"
"AGM00060437","2001-08-01","36.283","2.733","1036.0","MEDEA, AG","    0",",,S",,,"  390",",,S","  290",",,S","  351","H,,S"
"AGM00060437","2001-08-02","36.283","2.733","1036.0","MEDEA, AG",,,,,"  330",",,S","  225",",,S","  278","H,,S"
"AGM00060437","2001-08-03","36.283","2.733","1036.0","MEDEA, AG",,,,,"  337",",,S","  227",",,S","  291","H,,S"
"AGM00060437","2001-08-04","36.283","2.733","1036.0","MEDEA, AG",,,,,"  318",",,S","  228",",,S","  286","H,,S"
"AGM00060437","2001-08-05","36.283","2.733","1036.0","MEDEA, AG",,,,,,,"  184",",,S","  244","H,,S"
"AGM00060437","2001-08-06","36.283","2.733","1036.0","MEDEA, AG",,,,,,,"  202",",,S","  248","H,,S"
"AGM00060437","2001-08-07","36.283","2.733","1036.0","MEDEA, AG",,,,,"  308",",,S","  197",",,S","  270","H,,S"
"AGM00060437","2001-08-08","36.283","2.733","1036.0","MEDEA, AG",,,,,"  345",",,S","  248",",,S","  305","H,,S"
"AGM00060437","2001-08-09","36.283","2.733","1036.0","MEDEA, AG",,,,,,,"  257",",,S","  309","H,,S"
"AGM00060437","2001-08-11","36.283","2.733","1036.0","MEDEA, AG",,,,,"  316",",,S",,,"  298","H,,S"
"AGM00060437","2001-08-12","36.283","2.733","1036.0","MEDEA, AG",,,,,"  318",",,S",,,"  264","H,,S"
"AGM00060437","2001-08-13","36.283","2.733","1036.0","MEDEA, AG",,,,,"  250",",,S","  205",",,S","  233","H,,S"
"AGM00060437","2001-08-15","36.283","2.733","1036.0","MEDEA, AG",,,,,"  347",",,S","  253",",,S","  304","H,,S"
"AGM00060437","2001-08-16","36.283","2.733","1036.0","MEDEA, AG",,,,,"  298",",,S","  192",",,S","  241","H,,S"
"AGM00060437","2001-08-17","36.283","2.733","1036.0","MEDEA, AG","   10",",,S",,,"  245",",,S","  185",",,S","  211","H,,S"
"AGM00060437","2001-08-18","36.283","2.733","1036.0","MEDEA, AG","    3",",,S",,,"  310",",,S","  200",",,S","  263","H,,S"
"AGM00060437","2001-08-20","36.283","2.733","1036.0","MEDEA, AG",,,,,"  297",",,S","  210",",,S","  253","H,,S"
"AGM00060437","2001-08-21","36.283","2.733","1036.0","MEDEA, AG",,,,,"  308",",,S",,,"  285","H,,S"
"AGM00060437","2001-08-22","36.283","2.733","1036.0","MEDEA, AG",,,,,,,"  230",",,S","  273","H,,S"
"AGM00060437","2001-08-23","36.283","2.733","1036.0","MEDEA, AG",,,,,"  310",",,S","  235",",,S","  280","H,,S"
"AGM00060437","2001-08-24","36.283","2.733","1036.0","MEDEA, AG",,,,,"  316",",,S","  236",",,S","  284","H,,S"
"AGM00060437","2001-08-25","36.283","2.733","1036.0","MEDEA, AG",,,,,"  327",",,S","  250",",,S","  292","H,,S"
"AGM00060437","2001-08-26","36.283","2.733","1036.0","MEDEA, AG",,,,,"  330",",,S","  242",",,S","  284","H,,S"
"AGM00060437","2001-08-27","36.283","2.733","1036.0","MEDEA, AG",,,,,"  335",",,S","  230",",,S","  291","H,,S"
"AGM00060437","2001-08-28","36.283","2.733","1036.0","MEDEA, AG",,,,,,,"  263",",,S","  312","H,,S"
"AGM00060437","2001-08-29","36.283","2.733","1036.0","MEDEA, AG",,,,,"  302",",,S","  220",",,S","  265","H,,S"
"AGM00060437","2001-08-30","36.283","2.733","1036.0","MEDEA, AG",,,,,,,"  215",",,S","  243","H,,S"
"AGM00060437","2001-08-31","36.283","2.733","1036.0","MEDEA, AG",,,,,"  270",",,S",,,"  243","H,,S"
"AGM00060437","2001-09-02","36.283","2.733","1036.0","MEDEA, AG",,,,,"  268",",,S","  185",",,S","  227","H,,S"
"AGM00060437","2001-09-03","36.283","2.733","1036.0","MEDEA, AG",,,,,"  304",",,S","  192",",,S","  259","H,,S"
"AGM00060437","2001-09-04","36.283","2.733","1036.0","MEDEA, AG",,,,,"  322",",,S",,,"  299","H,,S"
"AGM00060437","2001-09-05","36.283","2.733","1036.0","MEDEA, AG",,,,,"  297",",,S","  218",",,S","  259","H,,S"
"AGM00060437","2001-09-06","36.283","2.733","1036.0","MEDEA, AG",,,,,"  267",",,S","  190",",,S","  232","H,,S"
"AGM00060437","2001-09-07","36.283","2.733","1036.0","MEDEA, AG",,,,,"  220",",,S","  170",",,S","  187","H,,S"
"AGM00060437","2001-09-08","36.283","2.733","1036.0","MEDEA, AG",,,,,"  264",",,S","  152",",,S","  211","H,,S"
"AGM00060437","2001-09-09","36.283","2.733","1036.0","MEDEA, AG",,,,,"  274",",,S","  195",",,S","  248","H,,S"
"AGM00060437","2001-09-10","36.283","2.733","1036.0","MEDEA, AG",,,,,"  276",",,S","  192",",,S","  238","H,,S"
"AGM00060437","2001-09-11","36.283","2.733","1036.0","MEDEA, AG",,,,,"  270",",,S",,,"  252","H,,S"
"AGM00060437","2001-09-12","36.283","2.733","1036.0","MEDEA, AG",,,,,"  252",",,S","  175",",,S","  208","H,,S"
"AGM00060437","2001-09-13","36.283","2.733","1036.0","MEDEA, AG",,,,,"  270",",,S","  178",",,S","  239","H,,S"
"AGM00060437","2001-09-14","36.283","2.733","1036.0","MEDEA, AG",,,,,"  285",",,S","  212",",,S","  245","H,,S"
"AGM00060437","2001-09-15","36.283","2.733","1036.0","MEDEA, AG","    5",",,S",,,"  290",",,S","  192",",,S","  243","H,,S"
"AGM00060437","2001-09-16","36.283","2.733","1036.0","MEDEA, AG","    0",",,S",,,"  270",",,S","  220",",,S","  239","H,,S"
"AGM00060437","2001-09-17","36.283","2.733","1036.0","MEDEA, AG",,,,,"  252",",,S","  165",",,S","  207","H,,S"
"AGM00060437","2001-09-18","36.283","2.733","1036.0","MEDEA, AG",,,,,"  224",",,S","  153",",,S","  185","H,,S"
"AGM00060437","2001-09-19","36.283","2.733","1036.0","MEDEA, AG",,,,,"  254",",,S","  166",",,S","  207","H,,S"
"AGM00060437","2001-09-20","36.283","2.733","1036.0","MEDEA, AG","   79",",,S",,,"  233",",,S","  165",",,S","  202","H,,S"
"AGM00060437","2001-09-21","36.283","2.733","1036.0","MEDEA, AG","   20",",,S",,,"  263",",,S","  185",",,S","  229","H,,S"
"AGM00060437","2001-09-22","36.283","2.733","1036.0","MEDEA, AG","    0",",,S",,,,,"  210",",,S","  244","H,,S"
"AGM00060437","2001-09-23","36.283","2.733","1036.0","MEDEA, AG","   79",",,S",,,"  212",",,S","  140",",,S","  184","H,,S"
"AGM00060437","2001-09-24","36.283","2.733","1036.0","MEDEA, AG","    0",",,S",,,"  215",",,S","  140",",,S","  171","H,,S"
"AGM00060437","2001-09-25","36.283","2.733","1036.0","MEDEA, AG",,,,,"  210",",,S","  142",",,S","  179","H,,S"
"AGM00060437","2001-09-26","36.283","2.733","1036.0","MEDEA, AG",,,,,"  245",",,S","  150",",,S","  207","H,,S"
"AGM00060437","2001-09-27","36.283","2.733","1036.0","MEDEA, AG","   89",",,S",,,"  242",",,S","  150",",,S","  206","H,,S"
"AGM00060437","2001-09-28","36.283","2.733","1036.0","MEDEA, AG","    8",",,S",,,"  260",",,S","  190",",,S","  229","H,,S"
"AGM00060437","2001-09-29","36.283","2.733","1036.0","MEDEA, AG","   89",",,S",,,"  227",",,S",,,"  192","H,,S"
"AGM00060437","2001-09-30","36.283","2.733","1036.0","MEDEA, AG","    0",",,S",,,"  217",",,S",,,"  181","H,,S"
"AGM00060437","2001-10-01","36.283","2.733","1036.0","MEDEA, AG",,,,,"  234",",,S","  155",",,S","  199","H,,S"
"AGM00060437","2001-10-02","36.283","2.733","1036.0","MEDEA, AG",,,,,"  263",",,S","  180",",,S","  225","H,,S"
"AGM00060437","2001-10-04","36.283","2.733","1036.0","MEDEA, AG",,,,,,,"  232",",,S","  263","H,,S"
"AGM00060437","2001-10-05","36.283","2.733","1036.0","MEDEA, AG",,,,,"  300",",,S",,,"  266","H,,S"
"AGM00060437","2001-10-06","36.283","2.733","1036.0","MEDEA, AG",,,,,"  282",",,S","  180",",,S","  234","H,,S"
"AGM00060437","2001-10-07","36.283","2.733","1036.0","MEDEA, AG","    5",",,S",,,"  207",",,S","  160",",,S","  177","H,,S"
"AGM00060437","2001-10-08","36.283","2.733","1036.0","MEDEA, AG","    0",",,S",,,"  243",",,S","  130",",,S","  202","H,,S"
"AGM00060437","2001-10-09","36.283","2.733","1036.0","MEDEA, AG",,,,,"  196",",,S",,,"  169","H,,S"
"AGM00060437","2001-10-10","36.283","2.733","1036.0","MEDEA, AG",,,,,"  221",",,S","  130",",,S","  194","H,,S"
"AGM00060437","2001-10-11","36.283","2.733","1036.0","MEDEA, AG",,,,,,,"  205",",,S","  249","H,,S"
"AGM00060437","2001-10-12","36.283","2.733","1036.0","MEDEA, AG",,,,,"  297",",,S","  238",",,S","  273","H,,S"
"AGM00060437","2001-10-13","36.283","2.733","1036.0","MEDEA, AG",,,,,"  285",",,S",,,"  245","H,,S"
"AGM00060437","2001-10-14","36.283","2.733","1036.0","MEDEA, AG",,,,,"  230",",,S","  158",",,S","  183","H,,S"
"AGM00060437","2001-10-15","36.283","2.733","1036.0","MEDEA, AG",,,,,"  215",",,S",,,"  181","H,,S"
"AGM00060437","2001-10-16","36.283","2.733","1036.0","MEDEA, AG",,,,,"  225",",,S","  146",",,S","  186","H,,S"
"AGM00060437","2001-10-17","36.283","2.733","1036.0","MEDEA, AG",,,,,"  248",",,S","  173",",,S","  214","H,,S"
"AGM00060437","2001-10-18","36.283","2.733","1036.0","MEDEA, AG",,,,,"  238",",,S",,,"  218","H,,S"
"AGM00060437","2001-10-19","36.283","2.733","1036.0","MEDEA, AG",,,,,"  274",",,S","  192",",,S","  242","H,,S"
"AGM00060437","2001-10-20","36.283","2.733","1036.0","MEDEA, AG",,,,,"  255",",,S",,,"  212","H,,S"
"AGM00060437","2001-10-21","36.283","2.733","1036.0","MEDEA, AG",,,,,"  212",",,S","  145",",,S","  177","H,,S"
"AGM00060437","2001-10-22","36.283","2.733","1036.0","MEDEA, AG",,,,,"  278",",,S","  160",",,S","  234","H,,S"
"AGM00060437","2001-10-23","36.283","2.733","1036.0","MEDEA, AG",,,,,"  245",",,S",,,"  231","H,,S"
"AGM00060437","2001-10-24","36.283","2.733","1036.0","MEDEA, AG",,,,,"  220",",,S","  147",",,S","  181","H,,S"
"AGM00060437","2001-10-26","36.283","2.733","1036.0","MEDEA, AG",,,,,"  235",",,S","  164",",,S","  204","H,,S"
"AGM00060437","2001-10-27","36.283","2.733","1036.0","MEDEA, AG",,,,,"  232",",,S","  155",",,S","  201","H,,S"
"AGM00060437","2001-10-28","36.283","2.733","1036.0","MEDEA, AG",,,,,"  237",",,S",,,"  214","H,,S"
"AGM00060437","2001-10-29","36.283","2.733","1036.0","MEDEA, AG",,,,,"  230",",,S","  160",",,S","  197","H,,S"
"AGM00060437","2001-10-30","36.283","2.733","1036.0","MEDEA, AG",,,,,"  228",",,S","  165",",,S","  198","H,,S"
"AGM00060437","2001-10-31","36.283","2.733","1036.0","MEDEA, AG",,,,,"  217",",,S",,,"  188","H,,S"
"AGM00060437","2001-11-01","36.283","2.733","1036.0","MEDEA, AG",,,,,"  198",",,S",,,"  162","H,,S"
"AGM00060437","2001-11-02","36.283","2.733","1036.0","MEDEA, AG",,,,,"  154",",,S","  100",",,S","  125","H,,S"
"AGM00060437","2001-11-03","36.283","2.733","1036.0","MEDEA, AG",,,,,"  186",",,S","  110",",,S","  153","H,,S"
