"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1KYSC0006","2007-10-11","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-12","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-13","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-14","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-15","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-16","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   66",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-17","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-18","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   71",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-19","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   79",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-20","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-21","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-22","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  218",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-23","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  838",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-24","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  358",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-25","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    3",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-26","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-27","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    3",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-28","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-29","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-30","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-10-31","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-01","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-02","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-03","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-04","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-05","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-06","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  124",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-07","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-08","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-09","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-10","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-11","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-12","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    3",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-13","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   13",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-14","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   89",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-15","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   89",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-16","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-17","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-18","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-19","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   15",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-20","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-21","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-22","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   91",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-23","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-24","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-26","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  218",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-27","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   99",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-28","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-29","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-11-30","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-01","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-02","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    3",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-03","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  216",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-04","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-05","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    5",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-06","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   20",",,N","    0","T,,N",,,,,,,,
"US1KYSC0006","2007-12-07","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    3",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-08","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   89",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-09","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   58",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-10","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  196",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-11","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   74",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-12","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   53",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-13","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  188",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-14","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  112",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-15","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    5",",,N","    0","T,,N",,,,,,,,
"US1KYSC0006","2007-12-16","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  287",",,N","    0","T,,N",,,,,,,,
"US1KYSC0006","2007-12-17","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-18","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-19","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-20","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-21","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  109",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-22","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    3",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-23","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   71",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-24","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-27","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   36",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-28","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    3",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-29","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   53",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-30","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2007-12-31","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-01","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   15",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-02","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    3",",,N","    5",",,N",,,,,,,"    3",",,N"
"US1KYSC0006","2008-01-03","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-04","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-05","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    8",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-06","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   53",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-07","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-08","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-09","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  262",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-11","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  561",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-12","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    5",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-13","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-14","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   28",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-15","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0","T,,N",,,,,,,,
"US1KYSC0006","2008-01-16","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-17","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0","T,,N",,,,,,,,
"US1KYSC0006","2008-01-18","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   13",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-19","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-20","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-21","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-22","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   13",",,N","   13",",,N",,,,,,,,
"US1KYSC0006","2008-01-23","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-24","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-25","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-26","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-27","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-28","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-29","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   18",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-30","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  236",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-01-31","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-01","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   97",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-02","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-03","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-04","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   25",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-05","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   64",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-06","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  378",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-07","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   30",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-08","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-09","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-10","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-11","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-12","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  165",",,N","   89",",,N",,,,,,,,
"US1KYSC0006","2008-02-13","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  137",",,N","    0","T,,N",,,,,,,,
"US1KYSC0006","2008-02-14","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-15","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-16","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-17","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-18","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   28",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-19","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-20","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-21","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-22","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  193",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-23","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   64",",,N","    0","T,,N",,,,,,,,
"US1KYSC0006","2008-02-24","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-25","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-26","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   28",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-02-27","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   43",",,N","    8",",,N",,,,,,,,
"US1KYSC0006","2008-02-28","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   13",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-01","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   33",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-02","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-03","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-04","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  472",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-05","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  236",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-06","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-07","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-08","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  140",",,N","  122",",,N",,,,,,,,
"US1KYSC0006","2008-03-09","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   25",",,N","   38",",,N","  165",",,N",,,,,,
"US1KYSC0006","2008-03-10","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-11","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-12","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-13","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-14","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-15","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  109",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-16","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   30",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-17","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-18","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-19","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   99",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-20","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  452",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-21","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-24","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0","T,,N",,,,,,,,
"US1KYSC0006","2008-03-25","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0","T,,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-26","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-27","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  224",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-28","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","  343",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-29","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   56",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-30","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-03-31","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    5",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-04-01","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","   56",",,N","    0",",,N",,,,,,,,
"US1KYSC0006","2008-04-02","38.270791","-84.685058","256.0","STAMPING GROUND 0.1 NE, KY US","    0",",,N","    0",",,N",,,,,,,,
