PRCP,SNOW,DATE,STATION
    0,    0,2020-05-07,US1KYSM0005
   51,,2020-05-08,US1KYSM0005
  104,,2020-05-09,US1KYSM0005
    0,    0,2020-05-10,US1KYSM0005
    0,    0,2020-05-11,US1KYSM0005
    0,    0,2020-05-12,US1KYSM0005
   36,,2020-05-13,US1KYSM0005
   99,,2020-05-14,US1KYSM0005
    0,    0,2020-05-15,US1KYSM0005
    0,    0,2020-05-16,US1KYSM0005
    0,    0,2020-05-17,US1KYSM0005
    8,,2020-05-18,US1KYSM0005
   10,,2020-05-19,US1KYSM0005
   10,,2020-05-20,US1KYSM0005
   30,,2020-05-21,US1KYSM0005
  168,,2020-05-22,US1KYSM0005
   10,,2020-05-23,US1KYSM0005
    0,    0,2020-05-24,US1KYSM0005
    0,    0,2020-05-25,US1KYSM0005
    8,,2020-05-26,US1KYSM0005
  130,,2020-05-27,US1KYSM0005
  102,,2020-05-28,US1KYSM0005
   10,,2020-05-29,US1KYSM0005
    0,    0,2020-05-30,US1KYSM0005
    0,    0,2020-05-31,US1KYSM0005
    0,    0,2020-06-01,US1KYSM0005
    0,    0,2020-06-02,US1KYSM0005
    0,    0,2020-06-03,US1KYSM0005
    0,    0,2020-06-04,US1KYSM0005
   66,,2020-06-05,US1KYSM0005
    0,    0,2020-06-06,US1KYSM0005
    0,    0,2020-06-07,US1KYSM0005
    0,    0,2020-06-08,US1KYSM0005
    0,    0,2020-06-09,US1KYSM0005
  168,,2020-06-10,US1KYSM0005
    0,    0,2020-06-11,US1KYSM0005
    0,    0,2020-06-12,US1KYSM0005
    0,    0,2020-06-13,US1KYSM0005
    0,    0,2020-06-14,US1KYSM0005
   41,,2020-06-15,US1KYSM0005
    0,    0,2020-06-16,US1KYSM0005
    0,    0,2020-06-17,US1KYSM0005
    0,    0,2020-06-18,US1KYSM0005
    0,    0,2020-06-19,US1KYSM0005
    0,    0,2020-06-20,US1KYSM0005
    0,    0,2020-06-21,US1KYSM0005
  147,,2020-06-22,US1KYSM0005
   20,,2020-06-23,US1KYSM0005
    0,    0,2020-06-24,US1KYSM0005
    0,    0,2020-06-25,US1KYSM0005
    0,    0,2020-06-26,US1KYSM0005
    0,    0,2020-06-27,US1KYSM0005
   76,,2020-06-28,US1KYSM0005
  676,,2020-06-29,US1KYSM0005
  249,,2020-06-30,US1KYSM0005
   56,,2020-07-01,US1KYSM0005
    0,    0,2020-07-02,US1KYSM0005
    0,    0,2020-07-03,US1KYSM0005
    0,    0,2020-07-04,US1KYSM0005
    0,    0,2020-07-05,US1KYSM0005
  211,,2020-07-06,US1KYSM0005
    5,,2020-07-07,US1KYSM0005
    0,    0,2020-07-08,US1KYSM0005
    0,    0,2020-07-09,US1KYSM0005
    0,    0,2020-07-10,US1KYSM0005
    0,    0,2020-07-11,US1KYSM0005
  163,,2020-07-12,US1KYSM0005
   36,,2020-07-13,US1KYSM0005
    0,    0,2020-07-14,US1KYSM0005
    0,    0,2020-07-15,US1KYSM0005
    0,    0,2020-07-16,US1KYSM0005
    0,    0,2020-07-17,US1KYSM0005
    0,    0,2020-07-18,US1KYSM0005
    0,    0,2020-07-19,US1KYSM0005
    0,    0,2020-07-20,US1KYSM0005
    0,    0,2020-07-21,US1KYSM0005
  109,,2020-07-22,US1KYSM0005
   84,,2020-07-23,US1KYSM0005
  117,,2020-07-24,US1KYSM0005
   15,,2020-07-25,US1KYSM0005
   18,,2020-07-26,US1KYSM0005
   43,,2020-07-27,US1KYSM0005
    0,    0,2020-07-28,US1KYSM0005
    0,    0,2020-07-29,US1KYSM0005
    0,    0,2020-07-30,US1KYSM0005
   41,,2020-07-31,US1KYSM0005
 1181,,2020-08-01,US1KYSM0005
   43,,2020-08-02,US1KYSM0005
    0,    0,2020-08-03,US1KYSM0005
    0,    0,2020-08-04,US1KYSM0005
    0,    0,2020-08-05,US1KYSM0005
    0,    0,2020-08-06,US1KYSM0005
    0,    0,2020-08-07,US1KYSM0005
    0,    0,2020-08-08,US1KYSM0005
    0,    0,2020-08-09,US1KYSM0005
   64,,2020-08-10,US1KYSM0005
   66,,2020-08-11,US1KYSM0005
    5,,2020-08-12,US1KYSM0005
   48,,2020-08-13,US1KYSM0005
   41,,2020-08-14,US1KYSM0005
   43,,2020-08-15,US1KYSM0005
    0,    0,2020-08-16,US1KYSM0005
    0,    0,2020-08-17,US1KYSM0005
    0,    0,2020-08-18,US1KYSM0005
   61,,2020-08-19,US1KYSM0005
    0,    0,2020-08-20,US1KYSM0005
    0,    0,2020-08-21,US1KYSM0005
  630,,2020-08-22,US1KYSM0005
   15,,2020-08-23,US1KYSM0005
    8,,2020-08-24,US1KYSM0005
    0,    0,2020-08-25,US1KYSM0005
    0,    0,2020-08-26,US1KYSM0005
   76,,2020-08-27,US1KYSM0005
    8,,2020-08-28,US1KYSM0005
  196,,2020-08-29,US1KYSM0005
  191,,2020-08-30,US1KYSM0005
  335,,2020-08-31,US1KYSM0005
   89,,2020-09-01,US1KYSM0005
   33,,2020-09-02,US1KYSM0005
  361,,2020-09-03,US1KYSM0005
    8,,2020-09-04,US1KYSM0005
    0,    0,2020-09-05,US1KYSM0005
    0,    0,2020-09-06,US1KYSM0005
    0,    0,2020-09-07,US1KYSM0005
    0,    0,2020-09-08,US1KYSM0005
    0,    0,2020-09-09,US1KYSM0005
    0,    0,2020-09-10,US1KYSM0005
    0,    0,2020-09-11,US1KYSM0005
    0,    0,2020-09-12,US1KYSM0005
  203,,2020-09-13,US1KYSM0005
  165,,2020-09-14,US1KYSM0005
    0,    0,2020-09-15,US1KYSM0005
    0,    0,2020-09-16,US1KYSM0005
    0,    0,2020-09-17,US1KYSM0005
    0,    0,2020-09-18,US1KYSM0005
    0,    0,2020-09-19,US1KYSM0005
    0,    0,2020-09-20,US1KYSM0005
    0,    0,2020-09-21,US1KYSM0005
    0,    0,2020-09-22,US1KYSM0005
   20,,2020-09-23,US1KYSM0005
   10,,2020-09-24,US1KYSM0005
   38,,2020-09-25,US1KYSM0005
    8,    0,2020-09-26,US1KYSM0005
    0,    0,2020-09-27,US1KYSM0005
   10,,2020-09-28,US1KYSM0005
   66,,2020-09-29,US1KYSM0005
    0,    0,2020-09-30,US1KYSM0005
    0,    0,2020-10-01,US1KYSM0005
    0,    0,2020-10-02,US1KYSM0005
    0,    0,2020-10-03,US1KYSM0005
    0,    0,2020-10-04,US1KYSM0005
    0,    0,2020-10-05,US1KYSM0005
    0,    0,2020-10-06,US1KYSM0005
    0,    0,2020-10-07,US1KYSM0005
    0,    0,2020-10-08,US1KYSM0005
    0,    0,2020-10-09,US1KYSM0005
   30,,2020-10-10,US1KYSM0005
  140,,2020-10-11,US1KYSM0005
   15,,2020-10-12,US1KYSM0005
    8,,2020-10-13,US1KYSM0005
    0,    0,2020-10-14,US1KYSM0005
    0,    0,2020-10-15,US1KYSM0005
   25,,2020-10-16,US1KYSM0005
    0,    0,2020-10-17,US1KYSM0005
    0,    0,2020-10-18,US1KYSM0005
   48,    0,2020-10-19,US1KYSM0005
    0,    0,2020-10-20,US1KYSM0005
    0,    0,2020-10-21,US1KYSM0005
    0,    0,2020-10-22,US1KYSM0005
    0,    0,2020-10-23,US1KYSM0005
  132,,2020-10-24,US1KYSM0005
   36,,2020-10-25,US1KYSM0005
    8,,2020-10-26,US1KYSM0005
    5,,2020-10-27,US1KYSM0005
    0,    0,2020-10-28,US1KYSM0005
  312,,2020-10-29,US1KYSM0005
   53,,2020-10-30,US1KYSM0005
    0,    0,2020-10-31,US1KYSM0005
    0,    0,2020-11-01,US1KYSM0005
    0,    0,2020-11-02,US1KYSM0005
    0,    0,2020-11-03,US1KYSM0005
    0,    0,2020-11-04,US1KYSM0005
    0,    0,2020-11-05,US1KYSM0005
    0,    0,2020-11-06,US1KYSM0005
    0,    0,2020-11-07,US1KYSM0005
    0,    0,2020-11-08,US1KYSM0005
    0,    0,2020-11-09,US1KYSM0005
    0,    0,2020-11-10,US1KYSM0005
   69,,2020-11-11,US1KYSM0005
    0,    0,2020-11-12,US1KYSM0005
    0,    0,2020-11-13,US1KYSM0005
    0,    0,2020-11-14,US1KYSM0005
   99,,2020-11-15,US1KYSM0005
    0,    0,2020-11-16,US1KYSM0005
    0,    0,2020-11-17,US1KYSM0005
    0,    0,2020-11-18,US1KYSM0005
    0,    0,2020-11-19,US1KYSM0005
    0,    0,2020-11-20,US1KYSM0005
    0,    0,2020-11-21,US1KYSM0005
    0,    0,2020-11-22,US1KYSM0005
   25,,2020-11-23,US1KYSM0005
    0,    0,2020-11-24,US1KYSM0005
   15,,2020-11-25,US1KYSM0005
   30,,2020-11-26,US1KYSM0005
    0,    0,2020-11-27,US1KYSM0005
    0,    0,2020-11-28,US1KYSM0005
    0,    0,2020-11-29,US1KYSM0005
  254,,2020-11-30,US1KYSM0005
   10,,2020-12-01,US1KYSM0005
    0,    0,2020-12-02,US1KYSM0005
    0,    0,2020-12-03,US1KYSM0005
   71,,2020-12-04,US1KYSM0005
   15,,2020-12-05,US1KYSM0005
    0,    0,2020-12-06,US1KYSM0005
    0,    0,2020-12-07,US1KYSM0005
    0,    0,2020-12-08,US1KYSM0005
    0,    0,2020-12-09,US1KYSM0005
    0,    0,2020-12-10,US1KYSM0005
    0,    0,2020-12-11,US1KYSM0005
   36,,2020-12-12,US1KYSM0005
    0,    0,2020-12-13,US1KYSM0005
  401,,2020-12-14,US1KYSM0005
    0,    0,2020-12-15,US1KYSM0005
   41,,2020-12-16,US1KYSM0005
   13,,2020-12-17,US1KYSM0005
    0,    0,2020-12-18,US1KYSM0005
    0,    0,2020-12-19,US1KYSM0005
  122,,2020-12-20,US1KYSM0005
    8,,2020-12-21,US1KYSM0005
    0,    0,2020-12-22,US1KYSM0005
    0,    0,2020-12-23,US1KYSM0005
  135,,2020-12-24,US1KYSM0005
    8,,2020-12-26,US1KYSM0005
    0,    0,2020-12-27,US1KYSM0005
    0,    0,2020-12-28,US1KYSM0005
    0,    0,2020-12-29,US1KYSM0005
    0,    0,2020-12-30,US1KYSM0005
  254,,2020-12-31,US1KYSM0005
  191,,2021-01-01,US1KYSM0005
    0,    0,2021-01-02,US1KYSM0005
   18,,2021-01-03,US1KYSM0005
    0,    0,2021-01-04,US1KYSM0005
    5,,2021-01-05,US1KYSM0005
    0,    0,2021-01-06,US1KYSM0005
    0,    0,2021-01-07,US1KYSM0005
    0,    0,2021-01-08,US1KYSM0005
    0,    0,2021-01-09,US1KYSM0005
    0,    0,2021-01-10,US1KYSM0005
    0,    0,2021-01-11,US1KYSM0005
    0,    0,2021-01-12,US1KYSM0005
    0,    0,2021-01-13,US1KYSM0005
    0,    0,2021-01-14,US1KYSM0005
   15,,2021-01-15,US1KYSM0005
   10,,2021-01-16,US1KYSM0005
    0,    0,2021-01-17,US1KYSM0005
    0,    0,2021-01-18,US1KYSM0005
    5,,2021-01-19,US1KYSM0005
    0,    0,2021-01-20,US1KYSM0005
   79,,2021-01-21,US1KYSM0005
    0,    0,2021-01-22,US1KYSM0005
    0,    0,2021-01-23,US1KYSM0005
    3,,2021-01-24,US1KYSM0005
  152,,2021-01-25,US1KYSM0005
  457,,2021-01-26,US1KYSM0005
    0,    0,2021-01-27,US1KYSM0005
   13,,2021-01-28,US1KYSM0005
    0,    0,2021-01-29,US1KYSM0005
    0,    0,2021-01-30,US1KYSM0005
  122,,2021-01-31,US1KYSM0005
   25,,2021-02-01,US1KYSM0005
    0,    0,2021-02-02,US1KYSM0005
    0,    0,2021-02-03,US1KYSM0005
    0,    0,2021-02-04,US1KYSM0005
   74,,2021-02-05,US1KYSM0005
    0,    0,2021-02-06,US1KYSM0005
   25,,2021-02-07,US1KYSM0005
    0,    0,2021-02-08,US1KYSM0005
    0,    0,2021-02-09,US1KYSM0005
   46,,2021-02-10,US1KYSM0005
   91,,2021-02-11,US1KYSM0005
    0,    0,2021-02-21,US1KYSM0005
    0,    0,2021-02-22,US1KYSM0005
    0,    0,2021-02-23,US1KYSM0005
    0,    0,2021-02-24,US1KYSM0005
    0,    0,2021-02-25,US1KYSM0005
  533,,2021-02-28,US1KYSM0005
  716,,2021-03-01,US1KYSM0005
    0,    0,2021-03-02,US1KYSM0005
    0,    0,2021-03-03,US1KYSM0005
    0,    0,2021-03-04,US1KYSM0005
    0,    0,2021-03-05,US1KYSM0005
    0,    0,2021-03-06,US1KYSM0005
