Year,Month,TMAX,TMIN,PRCP,SNOW,SNWD
1964,12,29.7871,21.4645,13.4581,0.0,0.0
1965,1,30.9032,21.7032,8.0613,0.0,0.0
1965,2,30.3071,21.7857,11.5571,0.0,0.0
1965,3,31.1194,21.6548,4.9258,0.0,0.0
1965,4,30.21,21.8567,9.5207,0.0,0.0
1965,5,30.3258,22.471,14.5032,0.0,0.0
1965,6,29.27,21.54,10.26,0.0,0.0
1965,7,28.971,22.2065,1.6935,0.0,0.0
1965,8,28.4871,22.0226,3.0806,0.0,0.0
1965,9,29.0633,22.7733,1.6533,0.0,0.0
1965,10,29.6645,22.9,16.1161,0.0,0.0
1965,11,30.3767,23.2533,1.1533,0.0,0.0
1965,12,30.1742,23.7871,10.6097,0.0,0.0
1966,1,31.1484,23.5419,11.2,0.0,0.0
1966,2,31.6107,23.9,5.3607,0.0,0.0
1966,3,31.9387,23.9903,8.8774,0.0,0.0
1967,8,29.0032,22.2065,12.7097,0.0,0.0
1967,9,30.93,22.4933,4.2633,0.0,0.0
1967,10,30.9419,21.6258,20.5103,0.0,0.0
1967,11,30.5667,21.26,12.97,0.0,0.0
1967,12,30.8,21.42,9.3929,0.0,0.0
1968,1,32.0524,20.345,4.9524,0.0,0.0
1968,2,30.8862,20.275,27.6517,0.0,0.0
1968,3,31.1419,19.6548,10.8065,0.0,0.0
1968,4,30.41,18.44,15.4467,0.0,0.0
1968,5,30.6806,21.6129,10.2935,0.0,0.0
1968,6,29.9567,22.18,2.8867,0.0,0.0
1968,7,29.4367,21.57,5.0839,0.0,0.0
1968,8,28.9,21.0129,6.0097,0.0,0.0
1968,10,30.2323,22.3226,26.8129,0.0,0.0
1968,11,30.9517,22.3414,5.0967,0.0,0.0
1968,12,32.1081,23.8355,9.2701,0.0,0.0
1969,1,31.5597,23.779,13.121,0.0,0.0
1969,2,31.9839,24.4768,14.4982,0.0,0.0
1969,3,31.9161,23.8258,19.6355,0.0,0.0
1969,4,31.5933,24.5217,18.0033,0.0,0.0
1969,5,30.7129,24.3355,6.8855,0.0,0.0
1969,6,31.1833,24.2183,5.195,0.0,0.0
1969,7,27.7806,23.2484,13.9161,0.0,0.0
1969,8,28.615,22.7683,16.8367,0.0,0.0
1969,9,29.5367,22.0267,3.7926,0.0,0.0
1969,10,29.6935,23.8581,15.0484,0.0,0.0
1969,11,30.8333,23.8367,12.0833,0.0,0.0
1969,12,31.281,23.619,44.4667,0.0,0.0
1970,1,31.6677,23.7097,19.0226,0.0,0.0
1970,2,31.5643,24.2296,21.2071,0.0,0.0
1970,3,31.1065,23.2516,39.5194,0.0,0.0
1970,4,31.4483,22.7267,8.1933,0.0,0.0
1970,5,31.0468,24.1758,9.7435,0.0,0.0
1970,6,30.3383,24.1017,7.5033,0.0,0.0
1970,7,29.8032,23.6335,6.2016,0.0,0.0
1970,8,28.7233,22.66,7.9571,0.0,0.0
1970,9,29.1133,22.5433,9.2967,0.0,0.0
1970,10,29.95,23.5133,6.6931,0.0,0.0
1970,11,31.2379,17.62,9.4367,0.0,0.0
1970,12,30.5419,21.8226,27.3387,0.0,0.0
1971,1,31.0032,22.0097,10.7048,0.0,0.0
1971,2,31.375,23.5286,14.3214,0.0,0.0
1971,3,31.1613,22.0484,10.2806,0.0,0.0
1971,4,31.185,22.505,7.3783,0.0,0.0
1971,5,30.8694,22.4645,2.6903,0.0,0.0
1971,6,30.0,22.1267,7.0967,0.0,0.0
1971,7,29.7565,21.5823,4.571,0.0,0.0
1971,8,29.5355,21.8774,6.1597,0.0,0.0
1971,9,29.8533,20.6633,4.1767,0.0,0.0
1971,10,30.4016,22.0177,6.9387,0.0,0.0
1971,11,30.4883,22.125,10.0683,0.0,0.0
1971,12,30.0695,21.8192,8.9157,0.0,0.0
1972,1,30.7452,22.4581,17.3226,0.0,0.0
1972,2,31.4103,22.4138,9.8138,0.0,0.0
1972,3,31.5233,22.5467,13.9034,0.0,0.0
1972,4,32.0567,22.7933,7.1833,0.0,0.0
1972,5,30.65,22.24,8.0276,0.0,0.0
1972,6,30.6182,22.5134,3.2039,0.0,0.0
1972,7,29.8916,21.4419,4.2,0.0,0.0
1972,8,29.9667,21.9867,8.2548,0.0,0.0
1972,9,29.4414,22.7966,31.3714,0.0,0.0
1972,10,30.06,23.49,13.2379,0.0,0.0
1972,11,30.28,23.5267,10.8533,0.0,0.0
1972,12,31.7767,23.88,15.6419,0.0,0.0
1973,1,31.9483,23.5379,17.763,0.0,0.0
1973,2,33.1444,24.3704,7.6885,0.0,0.0
1973,3,32.4337,23.0387,4.8614,0.0,0.0
1973,4,31.7367,22.6348,10.5664,0.0,0.0
1973,5,31.2,23.1944,8.0,0.0,0.0
1973,6,30.115,23.085,8.4895,0.0,0.0
1973,7,30.0032,22.9,11.3452,0.0,0.0
1973,8,29.9677,24.1742,7.9935,0.0,0.0
1973,9,31.38,22.5233,6.9467,0.0,0.0
1973,10,30.0226,22.1806,14.1806,0.0,0.0
1973,11,30.6667,22.8467,19.7933,0.0,0.0
1973,12,31.9774,,13.3226,0.0,0.0
1974,1,29.3613,,18.0216,0.0,0.0
1974,2,31.9893,,8.2143,0.0,0.0
1974,3,32.2065,27.1548,7.8871,0.0,0.0
1974,4,31.3867,27.13,12.0533,0.0,0.0
1974,5,31.471,27.1677,6.3161,0.0,0.0
1974,6,,,10.0643,0.0,0.0
1974,7,,,2.8276,0.0,0.0
1974,8,,,2.3586,0.0,0.0
1974,9,,,2.4667,0.0,0.0
1974,10,,,6.0931,0.0,0.0
1974,11,,,16.54,0.0,0.0
1974,12,,,16.1581,0.0,0.0
1975,1,,,23.1935,0.0,0.0
1975,2,,,14.9821,0.0,0.0
1975,3,,,11.4621,0.0,0.0
1975,4,31.3767,27.2467,23.7267,0.0,0.0
1975,5,,,14.8548,0.0,0.0
1975,6,,,9.3633,0.0,0.0
1975,7,,,13.6839,0.0,0.0
1975,8,,,3.429,0.0,0.0
1975,9,,,7.07,0.0,0.0
1975,10,,,3.6935,0.0,0.0
1975,11,,,9.3433,0.0,0.0
1975,12,,,12.6,0.0,0.0
1976,1,,,7.7581,0.0,0.0
1976,2,,,13.1172,0.0,0.0
1976,3,32.63,27.7667,4.6677,0.0,0.0
1976,4,31.8593,27.1,9.2733,0.0,0.0
1976,5,30.5226,25.7452,20.8742,0.0,0.0
1976,6,30.6967,23.7933,3.85,0.0,0.0
1976,7,30.2269,23.4226,9.5479,0.0,0.0
1976,8,30.7506,23.5584,2.9292,0.0,0.0
1976,9,31.5917,23.9767,1.6267,0.0,0.0
1976,10,31.7187,24.4662,3.6613,0.0,0.0
1976,11,32.17,27.5733,13.51,0.0,0.0
1976,12,31.53,27.0483,23.6806,0.0,0.0
1977,1,32.9323,,7.9903,0.0,0.0
1977,2,33.125,,5.5179,0.0,0.0
1977,3,31.9967,28.1233,8.7655,0.0,0.0
1977,4,32.0767,27.98,6.4633,0.0,0.0
1977,5,30.8355,26.0452,27.3097,0.0,0.0
1977,6,29.8931,25.9333,4.6633,0.0,0.0
1977,7,28.9433,25.1467,4.1484,0.0,0.0
1977,8,29.1478,24.9043,0.7913,0.0,0.0
1977,9,30.0333,25.82,3.3625,0.0,0.0
1977,10,30.371,26.2323,13.8,0.0,0.0
1977,11,30.93,26.7233,12.8533,0.0,0.0
1977,12,31.8333,27.3577,8.7241,0.0,0.0
1978,1,31.3645,27.4968,24.6548,0.0,0.0
1978,2,33.3393,29.1786,8.9393,0.0,0.0
1978,3,31.3839,27.2742,20.3419,0.0,0.0
1978,4,31.7333,27.6833,7.18,0.0,0.0
1978,5,30.8355,27.2258,7.4968,0.0,0.0
